Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
Amelia Lost,The Life and Disappearance of Amelia Earhart,This biography explores the life and mysterious disappearance of aviator Amelia Earhart.,https://cdn.vocabulary.com/units/uz2y5ipb/cover.jpeg?width=220&v=1704587d634,https://www.amazon.com/dp/0593177843?tag=vocabulary01-20,Candace Fleming,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/uz2y5ipb/amelia-lost
Escape from Camp 14,One Man's Remarkable Odyssey from North Korea to Freedom in the West,"Journalist Blaine Harden recounts the life of Shin Dong-hyuk, a young man who made a daring escape from a North Korean prison camp.",https://cdn.vocabulary.com/units/uz6ual75/cover.jpeg?width=220&v=16c2516a2c4,https://www.amazon.com/dp/0143122916?tag=vocabulary01-20,Blaine Harden,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/uz6ual75/escape-from-camp-14
All Boys Aren't Blue,A Memoir-Manifesto,"In this unflinching memoir, George M. Johnson interweaves personal history with reflections on systemic oppression.",https://cdn.vocabulary.com/units/uzkd5v4o/cover.jpeg?width=220&v=18f2b088f3a,https://www.amazon.com/dp/0374312710?tag=vocabulary01-20,George M. Johnson,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/uzkd5v4o/all-boys-arent-blue
Land of the Cranes,,"Imprisoned in a detention camp, Betita dreams of reuniting her family.",https://cdn.vocabulary.com/units/uzltey6f/cover.jpeg?width=220&v=176f74a03ff,https://www.amazon.com/dp/1338343807?tag=vocabulary01-20,Aida Salazar,"Grade 5,Literature",/lists/uzltey6f/land-of-the-cranes
The Beloved World of Sonia Sotomayor,,"In this memoir, Sonia Sotomayor recounts her childhood in the South Bronx, her education and early work as a lawyer, and her eventual appointment to the Supreme Court of the United States.",https://cdn.vocabulary.com/units/uzrbfevo/cover.jpeg?width=220&v=1705a3dcab1,https://www.amazon.com/dp/1524771147?tag=vocabulary01-20,Sonia Sotomayor,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/uzrbfevo/beloved-world-of-sonia-sotomayor
Ripped from the Headlines: November 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/v2u7gpvg/feature.png?width=500&v=18bb56dfeff,,,Events,/lists/v2u7gpvg/ripped-from-the-headlines-november-2022
How the Other Half Lives,Studies Among the Tenements of New York,This pioneering work of photojournalism documents the gulf between life in the rich neighborhoods and poor slums of New York City in the 1880s.,https://cdn.vocabulary.com/units/v2wa4dcs/cover.jpeg?width=220&v=17eea685338,https://www.amazon.com/dp/1614279136?tag=vocabulary01-20,Jacob Riis,Non-Fiction,/lists/v2wa4dcs/how-the-other-half-lives
After Tupac and D Foster,,"In 1995, a new arrival to their New York City neighborhood changes the lives of Neeka and her best friend.",https://cdn.vocabulary.com/units/v4ba7jyp/cover.jpeg?width=220&v=17957f169ba,https://www.amazon.com/dp/0142413992?tag=vocabulary01-20,Jacqueline Woodson,Literature,/lists/v4ba7jyp/after-tupac-and-d-foster
Reality Check,Words for What’s True and What’s False,Separate fact from fiction with this collection of words that covers the spectrum from truth to lies and everything in between.,https://cdn.vocabulary.com/units/v4cn5s23/feature.png?width=500&v=190ff158f5a,,,Just for Fun,/lists/v4cn5s23/reality-check
Red Queen,,"In Mare's world, people are divided by the color of their blood. When red-blooded Mare displays magical abilities belonging to those outside her caste, she is welcomed into the circles of the silver-blooded elites — but where do her loyalties truly lie?",https://cdn.vocabulary.com/units/v4jftmxv/cover.jpeg?width=220&v=16c30104e1b,https://www.amazon.com/dp/006231064X?tag=vocabulary01-20,Victoria Aveyard,"Grade 9,Literature",/lists/v4jftmxv/red-queen
Slaughterhouse-Five,,"Loosely based on the author, the narrator sets out to write a book about his experiences during World War II, but ends up telling about Billy Pilgrim, a soldier who gets ""unstuck in time"" and travels throughout moments of his life both on Earth and the planet Tralfamadore.",https://cdn.vocabulary.com/units/v52s55dz/cover.jpeg?width=220&v=18988285361,https://www.amazon.com/dp/0440180295?tag=vocabulary01-20,Kurt Vonnegut,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/v52s55dz/slaughterhouse-five
Ambushed!,The Assassination Plot Against President Garfield,"In this nonfiction book, Gail Jarrow chronicles the life of James Garfield, detailing Garfield's early life, his rise to become the 20th president of the United States, and the events and aftermath of his assassination.",https://cdn.vocabulary.com/units/varcwddn/cover.jpeg?width=220&v=1809ac89b82,https://www.amazon.com/dp/1684378141?tag=vocabulary01-20,Gail Jarrow,"Grade 6,Grade 7,Grade 8,Non-Fiction",/lists/varcwddn/ambushed
Elements of the Universe,Explore the Cosmos with These Word Roots,"Want to fire up your vocabulary? The sky’s the limit with our lists of elemental word roots. Master a universe of words related to earth, air, fire, water, and sky.",https://cdn.vocabulary.com/units/vboyi3bd/feature.png?width=500&v=16dbbf58887,,,"Grade 9,Grade 10,Roots & Affixes,Just for Fun",/lists/vboyi3bd/elements-of-the-universe
The Princess Bride,S. Morgenstern's Classic Tale of True Love and High Adventure,"William Goldman's beloved fairy tale features a princess, a pirate, and a villainous prince. Do you think these words from the novel will stump you? Inconceivable!",https://cdn.vocabulary.com/units/vd2fr4yr/cover.jpeg?width=220&v=16c30169b23,https://www.amazon.com/dp/0156035154?tag=vocabulary01-20,William Goldman,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/vd2fr4yr/princess-bride
Bull Run,,"In this historical fiction, sixteen characters describe their actions and reactions connected to the first major battle of the Civil War, which was fought on July 21, 1861 in Virginia.",https://cdn.vocabulary.com/units/vdbrykk6/cover.png?width=220&v=18f968e8510,https://www.amazon.com/dp/0064405885?tag=vocabulary01-20,Paul Fleischman,"Grade 6,Grade 7,Grade 8,Literature",/lists/vdbrykk6/bull-run
Dry,,"When their parents disappear during a crippling drought, siblings Alyssa and Garrett join a small group of teens in a desperate quest for survival.",https://cdn.vocabulary.com/units/vdnaf7ny/cover.jpeg?width=220&v=16c256db614,https://www.amazon.com/dp/1481481967?tag=vocabulary01-20,Neal Shusterman,Literature,/lists/vdnaf7ny/dry
Sideways Stories from Wayside School,,This collection of wacky tales explores the lives of the zany students and teachers at Wayside School.,https://cdn.vocabulary.com/units/ven646p6/cover.jpeg?width=220&v=17bcc342c7b,https://www.amazon.com/dp/0380698714?tag=vocabulary01-20,Louis Sachar,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ven646p6/sideways-stories-from-wayside-school
Ice Magic,,"When middle schooler Pie Pennelli is told by the Byrd twins that his recent hockey game had exactly the same moves and score as the one they'd played on a toy the night before, he is unsure what to think about this possible magic.",https://cdn.vocabulary.com/units/vepxbfnc/cover.png?width=220&v=1880be60cbc,https://www.amazon.com/dp/0316139912?tag=vocabulary01-20,Matt Christopher,Grade 5,/lists/vepxbfnc/ice-magic
Synonyms,,"Don't try to use a thesaurus to find a synonym for useless. The results will be futile. Instead, look through this collection of synonyms. It's more or less the same thing.",https://cdn.vocabulary.com/units/vfq5mqum/feature.png?width=500&v=1951f85cd44,,,"Grade 9,Grade 10,Grade 11,Grade 12,Just for Fun",/lists/vfq5mqum/synonyms
Sold,,"Lakshmi's stepfather tells her she must leave their impoverished Nepalese village and work in the city — but when Lakshmi arrives, she discovers that she is a victim of trafficking.",https://cdn.vocabulary.com/units/vfrekp4g/cover.jpeg?width=220&v=18f73cd98cd,https://www.amazon.com/dp/0786851724?tag=vocabulary01-20,Patricia McCormick,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/vfrekp4g/sold
Brave,,This sequel to Awkward follows Berrybrook Middle School student Jensen Graham as he attempts to fit in at school and stand up to bullies.,https://cdn.vocabulary.com/units/vg32wxgx/cover.jpeg?width=220&v=16c49cc8127,https://www.amazon.com/dp/0316363189?tag=vocabulary01-20,Svetlana Chmakova,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",/lists/vg32wxgx/brave
Charlie and the Chocolate Factory,,"When Charlie Bucket and four other children find golden tickets in their chocolate bars, they are invited to tour Willy Wonka's famous candy factory.",https://cdn.vocabulary.com/units/vgfbymvm/cover.jpeg?width=220&v=16c76b0ea0e,https://www.amazon.com/dp/0142410314?tag=vocabulary01-20,Roald Dahl,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/vgfbymvm/charlie-and-the-chocolate-factory
Ninth Ward,,"Twelve-year-old Lanesha and her caretaker, both endowed with supernatural gifts, must fight to survive when Hurricane Katrina hits New Orleans.",https://cdn.vocabulary.com/units/vglhseg3/cover.jpeg?width=220&v=16c3020cfe9,https://www.amazon.com/dp/0316043087?tag=vocabulary01-20,Jewell Parker Rhodes,"Grade 6,Literature",/lists/vglhseg3/ninth-ward
The Fire Next Time,,"In this classic essay, James Baldwin reflects on his youthful experiences and probes America's history of racial injustice.",https://cdn.vocabulary.com/units/vgried2c/cover.jpeg?width=220&v=16e033fcae1,https://www.amazon.com/dp/067974472X?tag=vocabulary01-20,James Baldwin,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/vgried2c/fire-next-time
Before We Were Free,,"Twelve-year-old Anita has grown up in the Dominican Republic during the brutal Trujillo regime. When her family gets caught up in an attempt to overthrow the dictator, Anita must find her own path to freedom.",https://cdn.vocabulary.com/units/vi3x55ds/cover.jpeg?width=220&v=16c2ff9661a,https://www.amazon.com/dp/0399555498?tag=vocabulary01-20,Julia Alvarez,"Grade 6,Grade 7,Grade 8,Literature",/lists/vi3x55ds/before-we-were-free
I Can Make This Promise,,A twelve-year-old girl searches for the truth about her family's Native American heritage.,https://cdn.vocabulary.com/units/vilvbakt/cover.jpeg?width=220&v=1796149ea35,https://www.amazon.com/dp/0062872001?tag=vocabulary01-20,Christine Day,"Grade 5,Literature",/lists/vilvbakt/i-can-make-this-promise
The Black Cauldron,"The Chronicles of Prydain, Book 2","In the second book in the Chronicles of Prydain series, Taran continues his quest to destroy the Black Cauldron that can bring the dead back to life.",https://cdn.vocabulary.com/units/viphptux/cover.jpg?width=220&v=17b3033291c,https://www.amazon.com/dp/080508049X?tag=vocabulary01-20,Lloyd Alexander,Literature,/lists/viphptux/black-cauldron
Jacob Have I Loved,,"Growing up on a remote fishing island in the 1940s, Sara Louise attempts to escape the shadow of her talented and favored twin sister.",https://cdn.vocabulary.com/units/vjgqz6l4/cover.jpeg?width=220&v=16c24f3de47,https://www.amazon.com/dp/0064403688?tag=vocabulary01-20,Katherine Paterson,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/vjgqz6l4/jacob-have-i-loved
Ripped from the Headlines: July 2023,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/vjslum3w/feature.png?width=500&v=189988c841e,,,Events,/lists/vjslum3w/ripped-from-the-headlines-july-2023
Finding Junie Kim,,"When Junie interviews her grandparents about their experiences during the Korean War, she is inspired to take a stand against racism at her middle school.",https://cdn.vocabulary.com/units/vl3opmaw/cover.jpeg?width=220&v=17be57a7df5,https://www.amazon.com/dp/0062987984?tag=vocabulary01-20,Ellen Oh,Literature,/lists/vl3opmaw/finding-junie-kim
"Be Real, Macy Weaver",,"In both South Carolina and Maryland, eleven-year-old Macy, desperate for a best friend, weaves a web of lies that she hopes would be impressive.",https://cdn.vocabulary.com/units/vlqdtmzg/cover.png?width=220&v=18c7e4879c3,https://www.amazon.com/dp/0593465725?tag=vocabulary01-20,Lakita Wilson,Literature,/lists/vlqdtmzg/be-real-macy-weaver
Ripped from the Headlines: October 2021,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/vlz5l4pj/feature.png?width=500&v=183adfff744,,,Events,/lists/vlz5l4pj/ripped-from-the-headlines-october-2021
The Boy Who Harnessed the Wind,Creating Currents of Electricity and Hope,"This memoir describes how Kamkwamba, who grew up in a small Malawian village, built a windmill to bring electricity to his family's home.",https://cdn.vocabulary.com/units/vm6eeu7i/cover.jpeg?width=220&v=16c255f28dc,https://www.amazon.com/dp/0061730335?tag=vocabulary01-20,William Kamkwamba,"Grade 7,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/vm6eeu7i/boy-who-harnessed-the-wind
Wuthering Heights,,"Catherine Earnshaw's father takes in an orphan boy named Heathcliff, setting in motion a chain of events that will haunt the Earnshaw family for generations.",https://cdn.vocabulary.com/units/vmhghuzf/cover.jpeg?width=220&v=16d5048735c,https://www.amazon.com/dp/0141439556?tag=vocabulary01-20,Emily Brontë,"Grade 12,Just for Fun",/lists/vmhghuzf/wuthering-heights
There’s Something about Sweetie,,"In this companion novel to When Dimple Met Rishi, Ashish Patel allows his parents to set him up on a series of dates with Sweetie Nair, an athlete who wants to prove to her traditional mother that she can be happy at any size.",https://cdn.vocabulary.com/units/vmpuxvgn/cover.jpeg?width=220&v=16c24ee0222,https://www.amazon.com/dp/1534416781?tag=vocabulary01-20,Sandhya Menon,Literature,/lists/vmpuxvgn/theres-something-about-sweetie
Killers of the Flower Moon,The Osage Murders and the Birth of the FBI,"In this true crime book, David Grann investigates the murders of members of Osage Nation in the 1920s.",https://cdn.vocabulary.com/units/vnomdeio/cover.jpeg?width=220&v=1720f396192,https://www.amazon.com/dp/0307742482?tag=vocabulary01-20,David Grann,"Literature,Non-Fiction",/lists/vnomdeio/killers-of-the-flower-moon
"Keep It Together, Keiko Carter",,"Keiko has always counted on her best friends, Audrey and Jenna — but the girls' friendship is tested as they navigate seventh grade.",https://cdn.vocabulary.com/units/vohypgrj/cover.jpeg?width=220&v=195a58dff40,https://www.amazon.com/dp/1338607529?tag=vocabulary01-20,Debbi Michiko Florence,Literature,/lists/vohypgrj/keep-it-together-keiko-carter
Aristotle and Dante Discover the Secrets of the Universe,,"Aristotle and Dante are two teenagers with classical names and loner attitudes. When their paths cross, they develop a friendship that will change their lives.",https://cdn.vocabulary.com/units/voi7yemc/cover.jpeg?width=220&v=16c302465e0,https://www.amazon.com/dp/1442408936?tag=vocabulary01-20,Benjamin Alire Sáenz,"Literature,Non-Fiction",/lists/voi7yemc/aristotle-and-dante-discover-the-secrets-of-the-universe
Calculus,,"Make math class exponentially easier by reviewing these lists of terms that are integral to Calculus. You'll learn about differentiation, derivatives, limits, functions, series, and more.",https://cdn.vocabulary.com/units/vqe2d6bw/feature.png?width=500&v=1825ed3a650,,,"Grade 11,Grade 12",/lists/vqe2d6bw/calculus
Homewords Bound,Make Yourself at Home with This Collection of Architecture and Interiors Vocabulary,"If you're spending a lot of time at home these days, you might as well learn the words for everything associated with the structures, ideas, decorations, and designs behind the buildings where we live, learn, and work. Come on in!",https://cdn.vocabulary.com/units/vr62otuo/feature.png?width=500&v=17707212b41,,,Just for Fun,/lists/vr62otuo/homewords-bound
I Am Alfonso Jones,,"This powerful graphic novel, illustrated by Stacey Robinson and John Jennings, explores the life and afterlife of a teenager who is a victim of gun violence.",https://cdn.vocabulary.com/units/vrhbmxtu/cover.jpeg?width=220&v=16c2552b656,https://www.amazon.com/dp/1620142635?tag=vocabulary01-20,Tony Medina,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/vrhbmxtu/i-am-alfonso-jones
A Doll's House,,"Nora Helmer appears to be a happy wife and mother — but when someone from her past threatens to reveal a devastating secret, Nora must reevaluate the assumptions she made about her marriage. Read the full text here.",https://cdn.vocabulary.com/units/vrrbrpll/cover.jpeg?width=220&v=16c25064174,https://www.amazon.com/dp/0486270629?tag=vocabulary01-20,Henrik Ibsen,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/vrrbrpll/dolls-house
Pollyanna,,"A classic of children's literature, this book tells the story of an orphan with a persistent, infectious sense of optimism. Read the full text here.",https://cdn.vocabulary.com/units/vs7eqkod/cover.jpeg?width=220&v=16c24dc8409,https://www.amazon.com/dp/1402797184?tag=vocabulary01-20,Eleanor H. Porter,Literature,/lists/vs7eqkod/pollyanna
All Creatures Great and Small,Discover the Wild World of Animal Words,"Whether you’re a dog person, a cat person, or even an elephant person, there’s a gaggle of wonderful words to explore in this menagerie of animal-related lists. Take a vocabulary safari and learn the lion’s share of these terms.",https://cdn.vocabulary.com/units/vs7i3yyl/feature.png?width=500&v=16d5060cf9b,,,"Grade 6,Grade 7,Grade 8,Just for Fun",/lists/vs7i3yyl/all-creatures-great-and-small
The Journey of Little Charlie,,"In order to repay a debt, twelve-year-old Charlie agrees to help the cruel Cap'n Buck to capture several fugitive slaves. But when Charlie is confronted with the horrors of slavery, he is forced to reconsider his plans.",https://cdn.vocabulary.com/units/vsj463tl/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0545156661?tag=vocabulary01-20,Christopher Paul Curtis,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/vsj463tl/journey-of-little-charlie
Dactyl Hill Squad,,"In this historical fantasy novel set during the Civil War, orphan Magdalys Roca attempts to rescue her friends from a slave trader — with the help of some domesticated dinosaurs.",https://cdn.vocabulary.com/units/vsytvnrg/cover.jpeg?width=220&v=16c777b7a7f,https://www.amazon.com/dp/1338268813?tag=vocabulary01-20,Daniel José Older,Non-Fiction,/lists/vsytvnrg/dactyl-hill-squad
The Glass Menagerie,,"Amanda Wingfield clings to her memories of her youth while living with her two children, Laura and Tom. When Tom brings a friend home for dinner, the family's precarious balance is disrupted.",https://cdn.vocabulary.com/units/vtcyr3wr/cover.jpeg?width=220&v=16e7f11f944,https://www.amazon.com/dp/0811214044?tag=vocabulary01-20,Tennessee Williams,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/vtcyr3wr/glass-menagerie
A Monster Calls,,"As Conor struggles to deal with his mother's terminal illness, he encounters a monster who demands that Conor tell him a truthful story.",https://cdn.vocabulary.com/units/vtofl56q/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0763655597?tag=vocabulary01-20,Patrick Ness,Literature,/lists/vtofl56q/monster-calls
Flying Lessons & Other Stories,,"This collection, edited by We Need Diverse Books founder Ellen Oh, features short stories by popular writers of middle grade and young adult fiction.",https://cdn.vocabulary.com/units/vtr32v5t/cover.jpeg?width=220&v=1776d9f5058,https://www.amazon.com/dp/110193462X?tag=vocabulary01-20,Ellen Oh,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/vtr32v5t/flying-lessons-other-stories
Talk Like Shakespeare Day,,"Anon, vocabulary lovers! April 23 is Talk Like Shakespeare Day. To honor the good Bard of Avon, we've put together this collection of common words that Shakespeare is credited with putting into print for the first time. No legacy is so rich as new vocabulary.",https://cdn.vocabulary.com/units/vtv4jpnu/feature.png?width=500&v=18f2fd01d11,,,Just for Fun,/lists/vtv4jpnu/talk-like-shakespeare-day
Ben and Me,An Astonishing Life of Benjamin Franklin by His Good Mouse Amos,"In this work of historical fiction, a mouse named Amos helps Benjamin Franklin create some of his famous inventions.",https://cdn.vocabulary.com/units/vuieyaoc/cover.jpeg?width=220&v=16fd9278dc5,https://www.amazon.com/dp/0316517305?tag=vocabulary01-20,Robert Lawson,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/vuieyaoc/ben-and-me
Efrén Divided,,"When his mother is deported, twelve-year-old Efrén must take on new responsibilities, including caring for his younger siblings.",https://cdn.vocabulary.com/units/vvmiwequ/cover.jpg?width=220&v=1734d50cc57,https://www.amazon.com/dp/006288168X?tag=vocabulary01-20,Ernesto Cisneros,Literature,/lists/vvmiwequ/efren-divided
Americanized,Rebel Without a Green Card,"In this memoir, Sara Saedi describes her shocking discovery as a young teen that she was an undocumented immigrant and her journey to getting a green card.",https://cdn.vocabulary.com/units/vw2xlkil/cover.jpeg?width=220&v=16c24f5cd0f,https://www.amazon.com/dp/1524717827?tag=vocabulary01-20,Sara Saedi,Non-Fiction,/lists/vw2xlkil/americanized
Crenshaw,,"As his family struggles financially, Jackson deals with hardship with the help of his imaginary friend, a giant cat named Crenshaw.",https://cdn.vocabulary.com/units/vwctdvi6/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B00V36OCVI?tag=vocabulary01-20,Katherine Applegate,"Grade 5,Grade 6,Grade 7,Grade 8,Literature,Just for Fun",/lists/vwctdvi6/crenshaw
The Odyssey,,"In this epic poem, clever Odysseus attempts to find his way home after the end of the Trojan War. Learn these words from the translation by Robert Fagles.",https://cdn.vocabulary.com/units/vy6m6v54/cover.jpeg?width=220&v=17980766d56,https://www.amazon.com/dp/0140268863?tag=vocabulary01-20,Homer,"Grade 8,Grade 9,Grade 10,Literature",/lists/vy6m6v54/odyssey
All Quiet on the Western Front,,"Translated by A.W. Wheen, Remarque's masterpiece details the experiences of German soldiers during World War I.",https://cdn.vocabulary.com/units/vygdabxx/cover.jpeg?width=220&v=16c2567130d,https://www.amazon.com/dp/0449213943?tag=vocabulary01-20,Erich Maria Remarque,"Grade 10,Literature",/lists/vygdabxx/all-quiet-on-the-western-front
Wings of Ebony,,"After the death of her mother, seventeen-year-old Rue is forced to leave her younger sister and go with her estranged father to Ghizon, a hidden island full of magical beings. There, Rue learns the truth of her ancestry and why she must go back to save her sister before it's too late.",https://cdn.vocabulary.com/units/vyq4t7vh/cover.jpeg?width=220&v=17ec52d6236,https://www.amazon.com/dp/1534470670?tag=vocabulary01-20,J. Elle,Literature,/lists/vyq4t7vh/wings-of-ebony
Harry Potter and the Half-Blood Prince,,"In his sixth year at Hogwarts, Harry learns more about Voldemort's past and discovers a mysterious Potions textbook.",https://cdn.vocabulary.com/units/vzawkea2/cover.jpeg?width=220&v=16ddb893c6b,https://www.amazon.com/dp/0439785960?tag=vocabulary01-20,J.K. Rowling,Literature,/lists/vzawkea2/harry-potter-and-the-half-blood-prince
The Bridge Home,,"After running away from home, Viji and her sister Rukku join up with a group of orphans struggling to survive in the city of Chennai, India.",https://cdn.vocabulary.com/units/vzjxlx6c/cover.jpeg?width=220&v=16c2ffbc8f1,https://www.amazon.com/dp/1524738115?tag=vocabulary01-20,Padma Venkatraman,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/vzjxlx6c/bridge-home
Sense and Sensibility,,In this comedy of manners — Jane Austen's first — Elinor and Marianne Dashwood struggle to make their way in the world after their father's death leaves them impoverished. Read the full text here.,https://cdn.vocabulary.com/units/w3u5eapi/cover.jpeg?width=220&v=16c24f36f4b,https://www.amazon.com/dp/0141439661?tag=vocabulary01-20,Jane Austen,Just for Fun,/lists/w3u5eapi/sense-and-sensibility
Not Here to Be Liked,,"When eleventh-grader Eliza Quan loses the election for editor in chief to a less qualified male candidate, she starts a protest at her California high school.",https://cdn.vocabulary.com/units/w3z6vmia/cover.png?width=220&v=18f96a7f843,https://www.amazon.com/dp/0063038382?tag=vocabulary01-20,Michelle Quach,Literature,/lists/w3z6vmia/not-here-to-be-liked
Aru Shah and the End of Time,,"When 12-year-old Aru Shah lights a cursed lamp in the Museum of Ancient Indian Art and Culture, she releases an ancient demon. Now she must find a way to stop the demon and rescue her friends and family.",https://cdn.vocabulary.com/units/w5lfkp5a/cover.jpeg?width=220&v=16c24f5182f,https://www.amazon.com/dp/1368023568?tag=vocabulary01-20,Roshani Chokshi,"Grade 5,Literature,Non-Fiction",/lists/w5lfkp5a/aru-shah-and-the-end-of-time
Their Eyes Were Watching God,,"Considered a seminal work of African-American literature, Their Eyes Were Watching God is notable for its strong and independent female protagonist.",https://cdn.vocabulary.com/units/w5sgkmcj/cover.jpeg?width=220&v=181ce5971ff,https://www.amazon.com/dp/0060838671?tag=vocabulary01-20,Zora Neale Hurston,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/w5sgkmcj/their-eyes-were-watching-god
The War to End All Wars,World War I,This historical account shows how the Great War (1914–1918) that involved two dozen countries and killed about twenty million people marked the beginning of conflicts with weapons capable of mass destruction.,https://cdn.vocabulary.com/units/w5xgoybv/cover.png?width=220&v=18f15ab8487,https://www.amazon.com/dp/0544021711?tag=vocabulary01-20,Russell Freedman,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/w5xgoybv/war-to-end-all-wars
The Last Fallen Star,,"After a magic spell goes awry, Riley must try to find a fallen star in order to save her sister's life.",https://cdn.vocabulary.com/units/w6tqut65/cover.jpeg?width=220&v=17d91829789,https://www.amazon.com/dp/1368059635?tag=vocabulary01-20,Graci Kim,"Grade 5,Literature",/lists/w6tqut65/last-fallen-star
I Am the Messenger,,"Ed Kennedy lives an ordinary life — but when he stops a robbery, he gets swept up in an extraordinary mission.",https://cdn.vocabulary.com/units/w76xecji/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0375836675?tag=vocabulary01-20,Markus Zusak,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/w76xecji/i-am-the-messenger
Ripped from the Headlines: October 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/w7bqoghk/feature.png?width=500&v=18b057498df,,,Events,/lists/w7bqoghk/ripped-from-the-headlines-october-2022
Echo,,The lives of three children become intertwined when they encounter a musical instrument with a mysterious history.,https://cdn.vocabulary.com/units/w7tfhxxt/cover.jpeg?width=220&v=16c24acf247,https://www.amazon.com/dp/0439874025?tag=vocabulary01-20,Pam Muñoz Ryan,"Grade 7,Grade 8,Literature,Non-Fiction",/lists/w7tfhxxt/echo
The Inexplicable Logic of My Life,,"Sal has always felt at home with his adoptive father, his beloved grandmother, and his best friend, Samantha. But as his senior year progresses, Sal struggles with volatile anger, unexpected tragedy, and changing relationships with friends and family.",https://cdn.vocabulary.com/units/wboqtqot/cover.jpeg?width=220&v=16e610a7941,https://www.amazon.com/dp/1328498026?tag=vocabulary01-20,Benjamin Alire Sáenz,"Grade 8,Literature",/lists/wboqtqot/inexplicable-logic-of-my-life
City of Orphans,,"Maks, a newsboy living in New York City in the late 19th century, tries to prove his sister's innocence after she is accused of theft.",https://cdn.vocabulary.com/units/wct7wzns/cover.jpg?width=220&v=175aea9fd3a,https://www.amazon.com/dp/1416971084?tag=vocabulary01-20,Avi,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/wct7wzns/city-of-orphans
Liar & Spy,,"When Georges moves to a new apartment building, he meets Safer, who enlists Georges in a scheme to spy on a mysterious neighbor. Learn these words from the novel by Rebecca Stead.",https://cdn.vocabulary.com/units/wdh7wyc4/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0375850872?tag=vocabulary01-20,Rebecca Stead,Literature,/lists/wdh7wyc4/liar-spy
